Description,Assignment group,Target
modify quote performance model the model and field pk publish pk otc quotes zcae quote performance value raw doc curr qt see to be round see attach screenshot convert to usd for that sample quote be but the value in lc be but the currency for the document be in usd so these two field should match,GRP_9,14
unable to connect to company secure unable to connect to company secure,GRP_0,0
please upgrade tom and karghyuens office to the new please upgrade tom and karghyuen office to the new,GRP_3,9
erp sid password reset please reset password not sure why mine give problem,GRP_0,0
laptop be get power supply not sufficient warning on boot up when dock laptop be get power supply not sufficient warning on boot up when dock,GRP_3,9
zlz agreement don create planning demand hello help the zlz agreement be show in md as demand but the be no po for the production plant the zlz agreement be not show as demand in md maybe be problem with the material type mit freundlichen gr en good,GRP_13,3
call in to reset password for call in to reset password for,GRP_0,0
drucker vh und vh funktionieren nicht ticket bitte an edv germany hr wurdack steinich printer name make model ex hq wy hp hp laser jet detailed description of the problem druckauftrag wir nicht ausgef hrt type of document not print email excel word etc what system or application be use at time of the problem ex window erp kls if not print at all do respond to pe command on the network and have power cycle of the printer be complete if erp system which system ex sid sid hrp plm if an erp printer problem can the erp output be reroute to another erp printer temporarily what printer can be reroute too if document be not print correctly please scan copy of the document and attach to the ticket tool ticket,GRP_33,10
outlook not work outlook not work,GRP_0,0
outlook not work outlook not work,GRP_0,0
user moblews forget telephony software password user moblews forget telephony software password schtrtgoyht mobley,GRP_A,15
pc eemw einrichten damit der barcode angezeigt und man ihm drucken kann pc eemw einrichten damit der barcode angezeigt und man ihm drucken kann ebs ro dicker,GRP_A,15
hsh hi please reset the password of mr aqihfoly xsrkthvf emp no name useid manager aqihfoly xsrkthvf hsh panghyiraj shthuihog fyi with,GRP_0,0
ordnerfreigabe r kvp und ce leiter ordnerfreigabe r kvp und ce leiter,GRP_A,15
job job fail in job scheduler at job job fail in job scheduler at,GRP_8,13
wifi be not work wifi be not work,GRP_0,0
please give administration permission for user would reddakv please give administration permission for user would reddakv need to install team basic application and software s,GRP_19,5
org inwarehouse tool issue the inwarehouse tool print output be not complete ie item no quantity unit price and total amount be dierppear attach delviery note and inwarehouse tool be for information please help fix this issue and advise back to aerp,GRP_13,3
org inwarehouse tool issue refer to this inwarehouse tool no the print inwarehouse tool be not complete ie the line item no quanttiy unit price and tootal amount be dierppear also the total inwarehouse tool amount be not correct the attach be relate delivery note and inwarehouse tool as for information please help fix this issue and inform aerp,GRP_13,3
please restart the sid server today est hello team java change be move to production but unfortunately db change be not move so request please restart the sid server to reflect dba change in production,GRP_A,15
incorrect logo be be display on distributor tool incorrect logo be be display on distributor tool logo change be request with the ticket ticket no logo change be do and move to qa since there be one file which be dependent with other ticket and logo change file be move along with other ticket where requestor do not want the logo change now,GRP_A,15
viewer for step file hello need an viewer at computer to check step file mit freundlichen gr ssen with best,GRP_0,0
setup new ws setup new ws,GRP_24,7
erp purchase access issue user kgueyiwp cjlonvme helmu system sid sid sid sid hrp other purchase portal mycompany company com irj portal enter user would of user have the issue helmu describe the issue action could not be perform the attribude of the user be inconsistent or not define see transaction ppoma ppb attach screen shoot,GRP_A,15
